C:\Users\kohlm\Desktop\arbeit\qPCR\130320 Standards BSP RIDA BSP.mxp
Segment	Ramp/Plateau	Ramp/Plateau #	Well	Dye	Cycle #	Fluorescence	Temperature
 2	P	 2	27	Yersi	 28	     4809	59.7
 2	P	 2	27	Yersi	 29	     4841	59.7
 2	P	 2	27	Yersi	 30	     4917	59.7
 2	P	 2	27	Yersi	 31	     5124	59.7
 2	P	 2	27	Yersi	 32	     5153	59.7
 2	P	 2	27	Yersi	 33	     5133	59.7
 2	P	 2	27	Yersi	 34	     5162	59.7
 2	P	 2	27	Yersi	 35	     5127	59.7
 2	P	 2	27	Yersi	 36	     5110	59.7
 2	P	 2	27	Yersi	 37	     5182	59.7
 2	P	 2	27	Yersi	 38	     5177	59.7
 2	P	 2	27	Yersi	 39	     5176	59.7
 2	P	 2	27	Yersi	 40	     5141	59.7
 2	P	 2	27	Yersi	 41	     5137	59.7
 2	P	 2	27	Yersi	 42	     5164	59.7
 2	P	 2	27	Yersi	 43	     5170	59.7
 2	P	 2	27	Yersi	 44	     5153	59.7
 2	P	 2	27	Yersi	 45	     5146	59.7
 2	P	 2	27	ICD	  1	    11326	59.5
 2	P	 2	27	ICD	  2	    11100	59.6
 2	P	 2	27	ICD	  3	    10794	59.6
 2	P	 2	27	ICD	  4	    10772	59.6
 2	P	 2	27	ICD	  5	    10702	59.6
 2	P	 2	27	ICD	  6	    10732	59.7
 2	P	 2	27	ICD	  7	    10642	59.6
 2	P	 2	27	ICD	  8	    10557	59.7
 2	P	 2	27	ICD	  9	    10534	59.7
 2	P	 2	27	ICD	 10	    10416	59.7
 2	P	 2	27	ICD	 11	    10450	59.7
 2	P	 2	27	ICD	 12	    10415	59.7
 2	P	 2	27	ICD	 13	    10352	59.7
 2	P	 2	27	ICD	 14	    10335	59.7
 2	P	 2	27	ICD	 15	    10283	59.7
 2	P	 2	27	ICD	 16	    10274	59.7
 2	P	 2	27	ICD	 17	    10298	59.7
 2	P	 2	27	ICD	 18	    10234	59.7
 2	P	 2	27	ICD	 19	    10149	59.7
 2	P	 2	27	ICD	 20	    10183	59.7
 2	P	 2	27	ICD	 21	    10225	59.7
 2	P	 2	27	ICD	 22	    10208	59.7
 2	P	 2	27	ICD	 23	    10286	59.7
 2	P	 2	27	ICD	 24	    10597	59.7
 2	P	 2	27	ICD	 25	    11073	59.7
 2	P	 2	27	ICD	 26	    11944	59.7
 2	P	 2	27	ICD	 27	    13293	59.7
 2	P	 2	27	ICD	 28	    15411	59.7
 2	P	 2	27	ICD	 29	    18228	59.7
 2	P	 2	27	ICD	 30	    21661	59.7
 2	P	 2	27	ICD	 31	    25110	59.7
 2	P	 2	27	ICD	 32	    26729	59.7
 2	P	 2	27	ICD	 33	    27593	59.7
 2	P	 2	27	ICD	 34	    28130	59.7
 2	P	 2	27	ICD	 35	    28269	59.7
 2	P	 2	27	ICD	 36	    28516	59.7
 2	P	 2	27	ICD	 37	    28988	59.7
 2	P	 2	27	ICD	 38	    28683	59.7
 2	P	 2	27	ICD	 39	    28909	59.7
 2	P	 2	27	ICD	 40	    28855	59.7
 2	P	 2	27	ICD	 41	    28914	59.7
 2	P	 2	27	ICD	 42	    28970	59.7
 2	P	 2	27	ICD	 43	    28843	59.7
 2	P	 2	27	ICD	 44	    28680	59.7
 2	P	 2	27	ICD	 45	    28760	59.7
 2	P	 2	27	Salmo	  1	    10115	59.5
 2	P	 2	27	Salmo	  2	     9830	59.6
 2	P	 2	27	Salmo	  3	     9771	59.6
 2	P	 2	27	Salmo	  4	     9667	59.6
 2	P	 2	27	Salmo	  5	     9703	59.6
 2	P	 2	27	Salmo	  6	     9710	59.7
 2	P	 2	27	Salmo	  7	     9719	59.6
 2	P	 2	27	Salmo	  8	     9748	59.6
 2	P	 2	27	Salmo	  9	     9739	59.7
 2	P	 2	27	Salmo	 10	     9718	59.7
 2	P	 2	27	Salmo	 11	     9702	59.6
 2	P	 2	27	Salmo	 12	     9660	59.7
 2	P	 2	27	Salmo	 13	     9668	59.7
 2	P	 2	27	Salmo	 14	     9679	59.7
 2	P	 2	27	Salmo	 15	     9719	59.7
 2	P	 2	27	Salmo	 16	     9618	59.7
 2	P	 2	27	Salmo	 17	     9582	59.7
 2	P	 2	27	Salmo	 18	     9568	59.7
 2	P	 2	27	Salmo	 19	     9608	59.7
 2	P	 2	27	Salmo	 20	     9557	59.7
 2	P	 2	27	Salmo	 21	     9534	59.7
 2	P	 2	27	Salmo	 22	     9565	59.7
 2	P	 2	27	Salmo	 23	     9497	59.7
 2	P	 2	27	Salmo	 24	     9472	59.7
 2	P	 2	27	Salmo	 25	     9510	59.7
 2	P	 2	27	Salmo	 26	     9520	59.7
 2	P	 2	27	Salmo	 27	     9506	59.7
 2	P	 2	27	Salmo	 28	     9550	59.7
 2	P	 2	27	Salmo	 29	     9590	59.7
 2	P	 2	27	Salmo	 30	     9857	59.7
 2	P	 2	27	Salmo	 31	    10391	59.7
 2	P	 2	27	Salmo	 32	    10424	59.7
 2	P	 2	27	Salmo	 33	    10319	59.7
 2	P	 2	27	Salmo	 34	    10445	59.7
 2	P	 2	27	Salmo	 35	    10373	59.7
 2	P	 2	27	Salmo	 36	    10366	59.7
 2	P	 2	27	Salmo	 37	    10422	59.7
 2	P	 2	27	Salmo	 38	    10472	59.7
 2	P	 2	27	Salmo	 39	    10528	59.7
 2	P	 2	27	Salmo	 40	    10503	59.7
 2	P	 2	27	Salmo	 41	    10520	59.7
 2	P	 2	27	Salmo	 42	    10548	59.7
 2	P	 2	27	Salmo	 43	    10436	59.7
 2	P	 2	27	Salmo	 44	    10556	59.7
 2	P	 2	27	Salmo	 45	    10516	59.7
 2	P	 2	28	Campy	  1	     4977	59.5
 2	P	 2	28	Campy	  2	     4821	59.6
 2	P	 2	28	Campy	  3	     4766	59.6
 2	P	 2	28	Campy	  4	     4756	59.7
 2	P	 2	28	Campy	  5	     4756	59.7
 2	P	 2	28	Campy	  6	     4749	59.7
 2	P	 2	28	Campy	  7	     4751	59.6
 2	P	 2	28	Campy	  8	     4753	59.7
 2	P	 2	28	Campy	  9	     4767	59.7
 2	P	 2	28	Campy	 10	     4762	59.7
 2	P	 2	28	Campy	 11	     4764	59.7
 2	P	 2	28	Campy	 12	     4757	59.7
 2	P	 2	28	Campy	 13	     4743	59.7
 2	P	 2	28	Campy	 14	     4758	59.7
 2	P	 2	28	Campy	 15	     4760	59.7
 2	P	 2	28	Campy	 16	     4754	59.7
 2	P	 2	28	Campy	 17	     4762	59.7
 2	P	 2	28	Campy	 18	     4762	59.7
 2	P	 2	28	Campy	 19	     4768	59.7
 2	P	 2	28	Campy	 20	     4748	59.7
 2	P	 2	28	Campy	 21	     4802	59.7
 2	P	 2	28	Campy	 22	     4812	59.7
 2	P	 2	28	Campy	 23	     4849	59.7
 2	P	 2	28	Campy	 24	     4950	59.7
 2	P	 2	28	Campy	 25	     5129	59.7
 2	P	 2	28	Campy	 26	     5404	59.7
 2	P	 2	28	Campy	 27	     5896	59.7
 2	P	 2	28	Campy	 28	     6738	59.7
 2	P	 2	28	Campy	 29	     7754	59.7
 2	P	 2	28	Campy	 30	     8802	59.7
 2	P	 2	28	Campy	 31	     9766	59.7
 2	P	 2	28	Campy	 32	    10538	59.7
 2	P	 2	28	Campy	 33	    11086	59.7
 2	P	 2	28	Campy	 34	    11516	59.7
 2	P	 2	28	Campy	 35	    11789	59.7
 2	P	 2	28	Campy	 36	    11995	59.7
 2	P	 2	28	Campy	 37	    12114	59.7
 2	P	 2	28	Campy	 38	    12119	59.7
 2	P	 2	28	Campy	 39	    12274	59.7
 2	P	 2	28	Campy	 40	    12305	59.7
 2	P	 2	28	Campy	 41	    12319	59.7
 2	P	 2	28	Campy	 42	    12460	59.7
 2	P	 2	28	Campy	 43	    12422	59.7
 2	P	 2	28	Campy	 44	    12404	59.7
 2	P	 2	28	Campy	 45	    12421	59.7
 2	P	 2	28	Yersi	  1	     5532	59.5
 2	P	 2	28	Yersi	  2	     5454	59.6
 2	P	 2	28	Yersi	  3	     5376	59.6
 2	P	 2	28	Yersi	  4	     5377	59.6
 2	P	 2	28	Yersi	  5	     5394	59.7
 2	P	 2	28	Yersi	  6	     5382	59.6
 2	P	 2	28	Yersi	  7	     5439	59.6
 2	P	 2	28	Yersi	  8	     5411	59.6
 2	P	 2	28	Yersi	  9	     5424	59.7
 2	P	 2	28	Yersi	 10	     5424	59.7
 2	P	 2	28	Yersi	 11	     5399	59.7
 2	P	 2	28	Yersi	 12	     5425	59.7
 2	P	 2	28	Yersi	 13	     5458	59.7
 2	P	 2	28	Yersi	 14	     5453	59.7
 2	P	 2	28	Yersi	 15	     5455	59.7
 2	P	 2	28	Yersi	 16	     5455	59.7
 2	P	 2	28	Yersi	 17	     5467	59.7
 2	P	 2	28	Yersi	 18	     5449	59.7
 2	P	 2	28	Yersi	 19	     5449	59.7
 2	P	 2	28	Yersi	 20	     5474	59.7
 2	P	 2	28	Yersi	 21	     5473	59.7
 2	P	 2	28	Yersi	 22	     5489	59.7
 2	P	 2	28	Yersi	 23	     5479	59.7
 2	P	 2	28	Yersi	 24	     5455	59.7
 2	P	 2	28	Yersi	 25	     5478	59.7
 2	P	 2	28	Yersi	 26	     5449	59.7
 2	P	 2	28	Yersi	 27	     5504	59.7
 2	P	 2	28	Yersi	 28	     5505	59.7
 2	P	 2	28	Yersi	 29	     5515	59.7
 2	P	 2	28	Yersi	 30	     5498	59.7
 2	P	 2	28	Yersi	 31	     5490	59.7
 2	P	 2	28	Yersi	 32	     5523	59.7
 2	P	 2	28	Yersi	 33	     5547	59.7
 2	P	 2	28	Yersi	 34	     5507	59.7
 2	P	 2	28	Yersi	 35	     5516	59.7
 2	P	 2	28	Yersi	 36	     5534	59.7
 2	P	 2	28	Yersi	 37	     5524	59.7
 2	P	 2	28	Yersi	 38	     5543	59.7
 2	P	 2	28	Yersi	 39	     5532	59.7
 2	P	 2	28	Yersi	 40	     5518	59.7
 2	P	 2	28	Yersi	 41	     5533	59.7
 2	P	 2	28	Yersi	 42	     5576	59.7
 2	P	 2	28	Yersi	 43	     5556	59.7
 2	P	 2	28	Yersi	 44	     5526	59.7
 2	P	 2	28	Yersi	 45	     5555	59.7
 2	P	 2	28	ICD	  1	    11852	59.5
 2	P	 2	28	ICD	  2	    11643	59.6
 2	P	 2	28	ICD	  3	    11383	59.6
 2	P	 2	28	ICD	  4	    11414	59.6
 2	P	 2	28	ICD	  5	    11516	59.6
 2	P	 2	28	ICD	  6	    11455	59.7
 2	P	 2	28	ICD	  7	    11465	59.6
 2	P	 2	28	ICD	  8	    11394	59.7
 2	P	 2	28	ICD	  9	    11449	59.7
 2	P	 2	28	ICD	 10	    11382	59.7
 2	P	 2	28	ICD	 11	    11453	59.7
 2	P	 2	28	ICD	 12	    11407	59.7
 2	P	 2	28	ICD	 13	    11379	59.7
 2	P	 2	28	ICD	 14	    11462	59.7
 2	P	 2	28	ICD	 15	    11473	59.7
 2	P	 2	28	ICD	 16	    11380	59.7
 2	P	 2	28	ICD	 17	    11454	59.7
 2	P	 2	28	ICD	 18	    11409	59.7
 2	P	 2	28	ICD	 19	    11383	59.7
 2	P	 2	28	ICD	 20	    11487	59.7
 2	P	 2	28	ICD	 21	    11496	59.7
 2	P	 2	28	ICD	 22	    11609	59.7
 2	P	 2	28	ICD	 23	    11775	59.7
 2	P	 2	28	ICD	 24	    12131	59.7
 2	P	 2	28	ICD	 25	    12811	59.7
 2	P	 2	28	ICD	 26	    13984	59.7
 2	P	 2	28	ICD	 27	    15769	59.7
 2	P	 2	28	ICD	 28	    18530	59.7
 2	P	 2	28	ICD	 29	    21918	59.7
 2	P	 2	28	ICD	 30	    24944	59.7
 2	P	 2	28	ICD	 31	    27541	59.7
 2	P	 2	28	ICD	 32	    29178	59.7
 2	P	 2	28	ICD	 33	    29989	59.7
 2	P	 2	28	ICD	 34	    30832	59.7
 2	P	 2	28	ICD	 35	    31141	59.7
 2	P	 2	28	ICD	 36	    31448	59.7
 2	P	 2	28	ICD	 37	    31527	59.7
 2	P	 2	28	ICD	 38	    31317	59.7
 2	P	 2	28	ICD	 39	    31458	59.7
 2	P	 2	28	ICD	 40	    31384	59.7
 2	P	 2	28	ICD	 41	    31608	59.7
 2	P	 2	28	ICD	 42	    31840	59.7
 2	P	 2	28	ICD	 43	    31671	59.7
 2	P	 2	28	ICD	 44	    31536	59.7
 2	P	 2	28	ICD	 45	    31542	59.7
 2	P	 2	28	Salmo	  1	    10922	59.5
 2	P	 2	28	Salmo	  2	    10730	59.6
 2	P	 2	28	Salmo	  3	    10618	59.6
 2	P	 2	28	Salmo	  4	    10706	59.6
 2	P	 2	28	Salmo	  5	    10771	59.6
 2	P	 2	28	Salmo	  6	    10768	59.7
 2	P	 2	28	Salmo	  7	    10810	59.6
 2	P	 2	28	Salmo	  8	    10823	59.6
 2	P	 2	28	Salmo	  9	    10943	59.7
 2	P	 2	28	Salmo	 10	    10869	59.7
 2	P	 2	28	Salmo	 11	    10926	59.6
 2	P	 2	28	Salmo	 12	    10906	59.7
 2	P	 2	28	Salmo	 13	    11020	59.7
 2	P	 2	28	Salmo	 14	    10977	59.7
 2	P	 2	28	Salmo	 15	    10998	59.7
 2	P	 2	28	Salmo	 16	    10971	59.7
 2	P	 2	28	Salmo	 17	    10979	59.7
 2	P	 2	28	Salmo	 18	    11045	59.7
 2	P	 2	28	Salmo	 19	    11000	59.7
 2	P	 2	28	Salmo	 20	    11084	59.7
 2	P	 2	28	Salmo	 21	    11127	59.7
 2	P	 2	28	Salmo	 22	    11130	59.7
 2	P	 2	28	Salmo	 23	    11224	59.7
 2	P	 2	28	Salmo	 24	    11156	59.7
 2	P	 2	28	Salmo	 25	    11198	59.7
 2	P	 2	28	Salmo	 26	    11207	59.7
 2	P	 2	28	Salmo	 27	    11137	59.7
 2	P	 2	28	Salmo	 28	    11319	59.7
 2	P	 2	28	Salmo	 29	    11347	59.7
 2	P	 2	28	Salmo	 30	    11345	59.7
 2	P	 2	28	Salmo	 31	    11403	59.7
 2	P	 2	28	Salmo	 32	    11441	59.7
 2	P	 2	28	Salmo	 33	    11419	59.7
 2	P	 2	28	Salmo	 34	    11482	59.7
 2	P	 2	28	Salmo	 35	    11532	59.7
 2	P	 2	28	Salmo	 36	    11536	59.7
 2	P	 2	28	Salmo	 37	    11428	59.7
 2	P	 2	28	Salmo	 38	    11511	59.7
 2	P	 2	28	Salmo	 39	    11503	59.7
 2	P	 2	28	Salmo	 40	    11503	59.7
 2	P	 2	28	Salmo	 41	    11527	59.7
 2	P	 2	28	Salmo	 42	    11622	59.7
 2	P	 2	28	Salmo	 43	    11704	59.7
 2	P	 2	28	Salmo	 44	    11585	59.7
 2	P	 2	28	Salmo	 45	    11566	59.7
 2	P	 2	29	Campy	  1	     5085	59.5
 2	P	 2	29	Campy	  2	     4948	59.6
 2	P	 2	29	Campy	  3	     4844	59.6
 2	P	 2	29	Campy	  4	     4819	59.6
 2	P	 2	29	Campy	  5	     4810	59.6
 2	P	 2	29	Campy	  6	     4790	59.6
 2	P	 2	29	Campy	  7	     4790	59.7
 2	P	 2	29	Campy	  8	     4777	59.7
 2	P	 2	29	Campy	  9	     4787	59.7
 2	P	 2	29	Campy	 10	     4799	59.7
 2	P	 2	29	Campy	 11	     4776	59.7
 2	P	 2	29	Campy	 12	     4777	59.7
 2	P	 2	29	Campy	 13	     4787	59.7
 2	P	 2	29	Campy	 14	     4804	59.7
 2	P	 2	29	Campy	 15	     4788	59.7
 2	P	 2	29	Campy	 16	     4793	59.7
 2	P	 2	29	Campy	 17	     4827	59.7
 2	P	 2	29	Campy	 18	     4847	59.7
 2	P	 2	29	Campy	 19	     4920	59.7
 2	P	 2	29	Campy	 20	     5029	59.7
 2	P	 2	29	Campy	 21	     5257	59.7
 2	P	 2	29	Campy	 22	     5674	59.7
 2	P	 2	29	Campy	 23	     6297	59.7
 2	P	 2	29	Campy	 24	     7247	59.7
 2	P	 2	29	Campy	 25	     8376	59.7
 2	P	 2	29	Campy	 26	     9421	59.7
 2	P	 2	29	Campy	 27	    10271	59.7
 2	P	 2	29	Campy	 28	    10974	59.7
 2	P	 2	29	Campy	 29	    11408	59.7
 2	P	 2	29	Campy	 30	    11679	59.7
 2	P	 2	29	Campy	 31	    11838	59.7
 2	P	 2	29	Campy	 32	    11926	59.7
 2	P	 2	29	Campy	 33	    12014	59.7
 2	P	 2	29	Campy	 34	    12070	59.7
 2	P	 2	29	Campy	 35	    12066	59.7
 2	P	 2	29	Campy	 36	    12015	59.7
 2	P	 2	29	Campy	 37	    12022	59.7
 2	P	 2	29	Campy	 38	    12038	59.7
 2	P	 2	29	Campy	 39	    12186	59.7
 2	P	 2	29	Campy	 40	    12103	59.7
 2	P	 2	29	Campy	 41	    12042	59.7
 2	P	 2	29	Campy	 42	    12079	59.7
 2	P	 2	29	Campy	 43	    12079	59.7
 2	P	 2	29	Campy	 44	    12189	59.7
 2	P	 2	29	Campy	 45	    12184	59.7
 2	P	 2	29	Yersi	  1	     5614	59.5
 2	P	 2	29	Yersi	  2	     5565	59.6
 2	P	 2	29	Yersi	  3	     5483	59.6
 2	P	 2	29	Yersi	  4	     5452	59.6
 2	P	 2	29	Yersi	  5	     5445	59.7
 2	P	 2	29	Yersi	  6	     5445	59.6
 2	P	 2	29	Yersi	  7	     5473	59.6
 2	P	 2	29	Yersi	  8	     5460	59.6
 2	P	 2	29	Yersi	  9	     5461	59.7
 2	P	 2	29	Yersi	 10	     5446	59.7
 2	P	 2	29	Yersi	 11	     5434	59.7
 2	P	 2	29	Yersi	 12	     5469	59.7
 2	P	 2	29	Yersi	 13	     5498	59.7
 2	P	 2	29	Yersi	 14	     5468	59.7
 2	P	 2	29	Yersi	 15	     5477	59.7
 2	P	 2	29	Yersi	 16	     5452	59.7
 2	P	 2	29	Yersi	 17	     5505	59.7
 2	P	 2	29	Yersi	 18	     5497	59.7
 2	P	 2	29	Yersi	 19	     5502	59.7
 2	P	 2	29	Yersi	 20	     5469	59.7
 2	P	 2	29	Yersi	 21	     5487	59.7
 2	P	 2	29	Yersi	 22	     5529	59.7
 2	P	 2	29	Yersi	 23	     5510	59.7
 2	P	 2	29	Yersi	 24	     5474	59.7
 2	P	 2	29	Yersi	 25	     5488	59.7
 2	P	 2	29	Yersi	 26	     5477	59.7
 2	P	 2	29	Yersi	 27	     5526	59.7
 2	P	 2	29	Yersi	 28	     5516	59.7
 2	P	 2	29	Yersi	 29	     5527	59.7
 2	P	 2	29	Yersi	 30	     5506	59.7
 2	P	 2	29	Yersi	 31	     5496	59.7
 2	P	 2	29	Yersi	 32	     5554	59.7
 2	P	 2	29	Yersi	 33	     5536	59.7
 2	P	 2	29	Yersi	 34	     5536	59.7
 2	P	 2	29	Yersi	 35	     5514	59.7
 2	P	 2	29	Yersi	 36	     5530	59.7
 2	P	 2	29	Yersi	 37	     5500	59.7
 2	P	 2	29	Yersi	 38	     5547	59.7
 2	P	 2	29	Yersi	 39	     5543	59.7
 2	P	 2	29	Yersi	 40	     5497	59.7
 2	P	 2	29	Yersi	 41	     5526	59.7
 2	P	 2	29	Yersi	 42	     5505	59.7
 2	P	 2	29	Yersi	 43	     5532	59.7
 2	P	 2	29	Yersi	 44	     5548	59.7
 2	P	 2	29	Yersi	 45	     5536	59.7
 2	P	 2	29	ICD	  1	    12428	59.5
 2	P	 2	29	ICD	  2	    12477	59.6
 2	P	 2	29	ICD	  3	    12391	59.6
 2	P	 2	29	ICD	  4	    12255	59.6
 2	P	 2	29	ICD	  5	    12270	59.6
 2	P	 2	29	ICD	  6	    12327	59.7
 2	P	 2	29	ICD	  7	    12256	59.6
 2	P	 2	29	ICD	  8	    12148	59.7
 2	P	 2	29	ICD	  9	    12148	59.7
 2	P	 2	29	ICD	 10	    12203	59.7
 2	P	 2	29	ICD	 11	    12191	59.7
 2	P	 2	29	ICD	 12	    12141	59.7
 2	P	 2	29	ICD	 13	    12085	59.7
 2	P	 2	29	ICD	 14	    12091	59.7
 2	P	 2	29	ICD	 15	    12039	59.7
 2	P	 2	29	ICD	 16	    12195	59.7
 2	P	 2	29	ICD	 17	    12053	59.7
 2	P	 2	29	ICD	 18	    12039	59.7
 2	P	 2	29	ICD	 19	    12174	59.7
 2	P	 2	29	ICD	 20	    12120	59.7
 2	P	 2	29	ICD	 21	    12280	59.7
 2	P	 2	29	ICD	 22	    12253	59.7
 2	P	 2	29	ICD	 23	    12360	59.7
 2	P	 2	29	ICD	 24	    12783	59.7
 2	P	 2	29	ICD	 25	    13409	59.7
 2	P	 2	29	ICD	 26	    14624	59.7
 2	P	 2	29	ICD	 27	    16497	59.7
 2	P	 2	29	ICD	 28	    19029	59.7
 2	P	 2	29	ICD	 29	    22113	59.7
 2	P	 2	29	ICD	 30	    24972	59.7
 2	P	 2	29	ICD	 31	    27394	59.7
 2	P	 2	29	ICD	 32	    29031	59.7
 2	P	 2	29	ICD	 33	    29892	59.7
 2	P	 2	29	ICD	 34	    30576	59.7
 2	P	 2	29	ICD	 35	    30900	59.7
 2	P	 2	29	ICD	 36	    31214	59.7
 2	P	 2	29	ICD	 37	    31197	59.7
 2	P	 2	29	ICD	 38	    31309	59.7
 2	P	 2	29	ICD	 39	    31406	59.7
 2	P	 2	29	ICD	 40	    31352	59.7
 2	P	 2	29	ICD	 41	    31453	59.7
 2	P	 2	29	ICD	 42	    31260	59.7
 2	P	 2	29	ICD	 43	    31287	59.7
 2	P	 2	29	ICD	 44	    31391	59.7
 2	P	 2	29	ICD	 45	    31403	59.7
 2	P	 2	29	Salmo	  1	    11106	59.5
 2	P	 2	29	Salmo	  2	    10915	59.6
 2	P	 2	29	Salmo	  3	    10761	59.6
 2	P	 2	29	Salmo	  4	    10680	59.6
 2	P	 2	29	Salmo	  5	    10694	59.6
 2	P	 2	29	Salmo	  6	    10695	59.7
 2	P	 2	29	Salmo	  7	    10669	59.6
 2	P	 2	29	Salmo	  8	    10703	59.6
 2	P	 2	29	Salmo	  9	    10766	59.7
 2	P	 2	29	Salmo	 10	    10775	59.7
 2	P	 2	29	Salmo	 11	    10716	59.6
 2	P	 2	29	Salmo	 12	    10851	59.7
 2	P	 2	29	Salmo	 13	    10911	59.7
 2	P	 2	29	Salmo	 14	    10882	59.7
 2	P	 2	29	Salmo	 15	    10905	59.7
 2	P	 2	29	Salmo	 16	    10936	59.7
 2	P	 2	29	Salmo	 17	    10928	59.7
 2	P	 2	29	Salmo	 18	    10836	59.7
 2	P	 2	29	Salmo	 19	    10951	59.7
 2	P	 2	29	Salmo	 20	    10956	59.7
 2	P	 2	29	Salmo	 21	    11004	59.7
 2	P	 2	29	Salmo	 22	    10945	59.7
 2	P	 2	29	Salmo	 23	    10924	59.7
 2	P	 2	29	Salmo	 24	    10987	59.7
 2	P	 2	29	Salmo	 25	    11055	59.7
 2	P	 2	29	Salmo	 26	    11012	59.7
 2	P	 2	29	Salmo	 27	    11063	59.7
 2	P	 2	29	Salmo	 28	    11098	59.7
 2	P	 2	29	Salmo	 29	    11149	59.7
 2	P	 2	29	Salmo	 30	    11122	59.7
 2	P	 2	29	Salmo	 31	    11212	59.7
 2	P	 2	29	Salmo	 32	    11209	59.7
 2	P	 2	29	Salmo	 33	    11154	59.7
 2	P	 2	29	Salmo	 34	    11256	59.7
 2	P	 2	29	Salmo	 35	    11265	59.7
 2	P	 2	29	Salmo	 36	    11183	59.7
 2	P	 2	29	Salmo	 37	    11166	59.7
 2	P	 2	29	Salmo	 38	    11272	59.7
 2	P	 2	29	Salmo	 39	    11315	59.7
 2	P	 2	29	Salmo	 40	    11276	59.7
 2	P	 2	29	Salmo	 41	    11318	59.7
 2	P	 2	29	Salmo	 42	    11183	59.7
 2	P	 2	29	Salmo	 43	    11197	59.7
 2	P	 2	29	Salmo	 44	    11252	59.7
 2	P	 2	29	Salmo	 45	    11344	59.7
 2	P	 2	30	Campy	  1	     5093	59.5
 2	P	 2	30	Campy	  2	     4912	59.6
 2	P	 2	30	Campy	  3	     4813	59.6
 2	P	 2	30	Campy	  4	     4751	59.6
 2	P	 2	30	Campy	  5	     4729	59.6
 2	P	 2	30	Campy	  6	     4714	59.6
 2	P	 2	30	Campy	  7	     4722	59.7
 2	P	 2	30	Campy	  8	     4693	59.7
 2	P	 2	30	Campy	  9	     4700	59.7
 2	P	 2	30	Campy	 10	     4684	59.7
 2	P	 2	30	Campy	 11	     4662	59.7
 2	P	 2	30	Campy	 12	     4667	59.7
 2	P	 2	30	Campy	 13	     4678	59.7
 2	P	 2	30	Campy	 14	     4726	59.7
 2	P	 2	30	Campy	 15	     4792	59.7
 2	P	 2	30	Campy	 16	     4850	59.7
 2	P	 2	30	Campy	 17	     4989	59.7
 2	P	 2	30	Campy	 18	     5183	59.7
 2	P	 2	30	Campy	 19	     5543	59.7
 2	P	 2	30	Campy	 20	     6145	59.7
 2	P	 2	30	Campy	 21	     7041	59.7
 2	P	 2	30	Campy	 22	     8074	59.7
 2	P	 2	30	Campy	 23	     9044	59.7
 2	P	 2	30	Campy	 24	     9938	59.7
 2	P	 2	30	Campy	 25	    10553	59.7
 2	P	 2	30	Campy	 26	    10885	59.7
 2	P	 2	30	Campy	 27	    11083	59.7
 2	P	 2	30	Campy	 28	    11298	59.7
 2	P	 2	30	Campy	 29	    11331	59.7
 2	P	 2	30	Campy	 30	    11378	59.7
 2	P	 2	30	Campy	 31	    11373	59.7
 2	P	 2	30	Campy	 32	    11380	59.7
 2	P	 2	30	Campy	 33	    11365	59.7
 2	P	 2	30	Campy	 34	    11384	59.7
 2	P	 2	30	Campy	 35	    11369	59.7
 2	P	 2	30	Campy	 36	    11357	59.7
 2	P	 2	30	Campy	 37	    10871	59.7
 2	P	 2	30	Campy	 38	    11457	59.7
 2	P	 2	30	Campy	 39	    11657	59.7
 2	P	 2	30	Campy	 40	    11657	59.7
 2	P	 2	30	Campy	 41	    11562	59.7
 2	P	 2	30	Campy	 42	    11550	59.7
 2	P	 2	30	Campy	 43	    11468	59.7
 2	P	 2	30	Campy	 44	    11447	59.7
 2	P	 2	30	Campy	 45	    11419	59.7
 2	P	 2	30	Yersi	  1	     5457	59.5
 2	P	 2	30	Yersi	  2	     5312	59.6
 2	P	 2	30	Yersi	  3	     5227	59.6
 2	P	 2	30	Yersi	  4	     5190	59.6
 2	P	 2	30	Yersi	  5	     5170	59.7
 2	P	 2	30	Yersi	  6	     5182	59.6
 2	P	 2	30	Yersi	  7	     5178	59.6
 2	P	 2	30	Yersi	  8	     5174	59.6
 2	P	 2	30	Yersi	  9	     5149	59.7
 2	P	 2	30	Yersi	 10	     5140	59.7
 2	P	 2	30	Yersi	 11	     5104	59.7
 2	P	 2	30	Yersi	 12	     5142	59.7
 2	P	 2	30	Yersi	 13	     5132	59.7
 2	P	 2	30	Yersi	 14	     5145	59.7
 2	P	 2	30	Yersi	 15	     5201	59.7
 2	P	 2	30	Yersi	 16	     5221	59.7
 2	P	 2	30	Yersi	 17	     5257	59.7
 2	P	 2	30	Yersi	 18	     5242	59.7
 2	P	 2	30	Yersi	 19	     5213	59.7
 2	P	 2	30	Yersi	 20	     5192	59.7
 2	P	 2	30	Yersi	 21	     5192	59.7
 2	P	 2	30	Yersi	 22	     5226	59.7
 2	P	 2	30	Yersi	 23	     5189	59.7
 2	P	 2	30	Yersi	 24	     5146	59.7
 2	P	 2	30	Yersi	 25	     5148	59.7
 2	P	 2	30	Yersi	 26	     5125	59.7
 2	P	 2	30	Yersi	 27	     5143	59.7
 2	P	 2	30	Yersi	 28	     5139	59.7
 2	P	 2	30	Yersi	 29	     5126	59.7
 2	P	 2	30	Yersi	 30	     5125	59.7
 2	P	 2	30	Yersi	 31	     5088	59.7
 2	P	 2	30	Yersi	 32	     5115	59.7
