C:\Users\kohlm\Desktop\arbeit\qPCR\130320 Standards BSP RIDA BSP.mxp
Segment	Ramp/Plateau	Ramp/Plateau #	Well	Dye	Cycle #	Fluorescence	Temperature
 2	P	 2	41	Campy	 33	     4913	59.7
 2	P	 2	41	Campy	 34	     4921	59.7
 2	P	 2	41	Campy	 35	     4919	59.7
 2	P	 2	41	Campy	 36	     4916	59.7
 2	P	 2	41	Campy	 37	     4904	59.7
 2	P	 2	41	Campy	 38	     4912	59.7
 2	P	 2	41	Campy	 39	     4930	59.7
 2	P	 2	41	Campy	 40	     4919	59.7
 2	P	 2	41	Campy	 41	     4910	59.7
 2	P	 2	41	Campy	 42	     4921	59.7
 2	P	 2	41	Campy	 43	     4911	59.7
 2	P	 2	41	Campy	 44	     4920	59.7
 2	P	 2	41	Campy	 45	     4940	59.7
 2	P	 2	41	Yersi	  1	     5651	59.6
 2	P	 2	41	Yersi	  2	     5559	59.6
 2	P	 2	41	Yersi	  3	     5478	59.6
 2	P	 2	41	Yersi	  4	     5449	59.6
 2	P	 2	41	Yersi	  5	     5468	59.7
 2	P	 2	41	Yersi	  6	     5441	59.6
 2	P	 2	41	Yersi	  7	     5475	59.7
 2	P	 2	41	Yersi	  8	     5496	59.6
 2	P	 2	41	Yersi	  9	     5486	59.7
 2	P	 2	41	Yersi	 10	     5477	59.7
 2	P	 2	41	Yersi	 11	     5488	59.7
 2	P	 2	41	Yersi	 12	     5531	59.7
 2	P	 2	41	Yersi	 13	     5539	59.7
 2	P	 2	41	Yersi	 14	     5533	59.7
 2	P	 2	41	Yersi	 15	     5553	59.7
 2	P	 2	41	Yersi	 16	     5545	59.7
 2	P	 2	41	Yersi	 17	     5561	59.7
 2	P	 2	41	Yersi	 18	     5592	59.7
 2	P	 2	41	Yersi	 19	     5568	59.7
 2	P	 2	41	Yersi	 20	     5552	59.7
 2	P	 2	41	Yersi	 21	     5559	59.7
 2	P	 2	41	Yersi	 22	     5622	59.7
 2	P	 2	41	Yersi	 23	     5608	59.7
 2	P	 2	41	Yersi	 24	     5577	59.7
 2	P	 2	41	Yersi	 25	     5594	59.7
 2	P	 2	41	Yersi	 26	     5592	59.7
 2	P	 2	41	Yersi	 27	     5606	59.7
 2	P	 2	41	Yersi	 28	     5627	59.7
 2	P	 2	41	Yersi	 29	     5605	59.6
 2	P	 2	41	Yersi	 30	     5619	59.7
 2	P	 2	41	Yersi	 31	     5608	59.7
 2	P	 2	41	Yersi	 32	     5643	59.7
 2	P	 2	41	Yersi	 33	     5639	59.7
 2	P	 2	41	Yersi	 34	     5622	59.7
 2	P	 2	41	Yersi	 35	     5620	59.7
 2	P	 2	41	Yersi	 36	     5609	59.7
 2	P	 2	41	Yersi	 37	     5655	59.7
 2	P	 2	41	Yersi	 38	     5638	59.7
 2	P	 2	41	Yersi	 39	     5650	59.7
 2	P	 2	41	Yersi	 40	     5630	59.7
 2	P	 2	41	Yersi	 41	     5644	59.7
 2	P	 2	41	Yersi	 42	     5682	59.7
 2	P	 2	41	Yersi	 43	     5668	59.7
 2	P	 2	41	Yersi	 44	     5679	59.7
 2	P	 2	41	Yersi	 45	     5675	59.7
 2	P	 2	41	ICD	  1	    11713	59.5
 2	P	 2	41	ICD	  2	    11678	59.6
 2	P	 2	41	ICD	  3	    11356	59.6
 2	P	 2	41	ICD	  4	    11393	59.6
 2	P	 2	41	ICD	  5	    11386	59.6
 2	P	 2	41	ICD	  6	    11517	59.6
 2	P	 2	41	ICD	  7	    11529	59.7
 2	P	 2	41	ICD	  8	    11443	59.7
 2	P	 2	41	ICD	  9	    11432	59.7
 2	P	 2	41	ICD	 10	    11527	59.6
 2	P	 2	41	ICD	 11	    11709	59.6
 2	P	 2	41	ICD	 12	    11643	59.7
 2	P	 2	41	ICD	 13	    11566	59.7
 2	P	 2	41	ICD	 14	    11616	59.7
 2	P	 2	41	ICD	 15	    11580	59.7
 2	P	 2	41	ICD	 16	    11587	59.7
 2	P	 2	41	ICD	 17	    11647	59.7
 2	P	 2	41	ICD	 18	    11540	59.7
 2	P	 2	41	ICD	 19	    11628	59.7
 2	P	 2	41	ICD	 20	    11666	59.7
 2	P	 2	41	ICD	 21	    11738	59.7
 2	P	 2	41	ICD	 22	    11894	59.7
 2	P	 2	41	ICD	 23	    11976	59.7
 2	P	 2	41	ICD	 24	    12318	59.7
 2	P	 2	41	ICD	 25	    13153	59.7
 2	P	 2	41	ICD	 26	    14333	59.7
 2	P	 2	41	ICD	 27	    16352	59.7
 2	P	 2	41	ICD	 28	    19060	59.7
 2	P	 2	41	ICD	 29	    22502	59.7
 2	P	 2	41	ICD	 30	    25770	59.7
 2	P	 2	41	ICD	 31	    28302	59.7
 2	P	 2	41	ICD	 32	    30089	59.7
 2	P	 2	41	ICD	 33	    30947	59.7
 2	P	 2	41	ICD	 34	    31696	59.7
 2	P	 2	41	ICD	 35	    31962	59.7
 2	P	 2	41	ICD	 36	    32223	59.7
 2	P	 2	41	ICD	 37	    32467	59.7
 2	P	 2	41	ICD	 38	    32236	59.7
 2	P	 2	41	ICD	 39	    32408	59.7
 2	P	 2	41	ICD	 40	    32332	59.7
 2	P	 2	41	ICD	 41	    32458	59.7
 2	P	 2	41	ICD	 42	    32536	59.7
 2	P	 2	41	ICD	 43	    32452	59.7
 2	P	 2	41	ICD	 44	    32447	59.7
 2	P	 2	41	ICD	 45	    32610	59.7
 2	P	 2	41	Salmo	  1	    11196	59.5
 2	P	 2	41	Salmo	  2	    10900	59.6
 2	P	 2	41	Salmo	  3	    10837	59.6
 2	P	 2	41	Salmo	  4	    10910	59.6
 2	P	 2	41	Salmo	  5	    10861	59.6
 2	P	 2	41	Salmo	  6	    10916	59.6
 2	P	 2	41	Salmo	  7	    10944	59.7
 2	P	 2	41	Salmo	  8	    10988	59.6
 2	P	 2	41	Salmo	  9	    10950	59.7
 2	P	 2	41	Salmo	 10	    10993	59.7
 2	P	 2	41	Salmo	 11	    10985	59.7
 2	P	 2	41	Salmo	 12	    11079	59.7
 2	P	 2	41	Salmo	 13	    11091	59.6
 2	P	 2	41	Salmo	 14	    11161	59.7
 2	P	 2	41	Salmo	 15	    11244	59.7
 2	P	 2	41	Salmo	 16	    11244	59.7
 2	P	 2	41	Salmo	 17	    11348	59.7
 2	P	 2	41	Salmo	 18	    11406	59.6
 2	P	 2	41	Salmo	 19	    11535	59.7
 2	P	 2	41	Salmo	 20	    11836	59.7
 2	P	 2	41	Salmo	 21	    12443	59.7
 2	P	 2	41	Salmo	 22	    13310	59.7
 2	P	 2	41	Salmo	 23	    14893	59.7
 2	P	 2	41	Salmo	 24	    17369	59.7
 2	P	 2	41	Salmo	 25	    20303	59.7
 2	P	 2	41	Salmo	 26	    23699	59.7
 2	P	 2	41	Salmo	 27	    27482	59.7
 2	P	 2	41	Salmo	 28	    31465	59.7
 2	P	 2	41	Salmo	 29	    35396	59.7
 2	P	 2	41	Salmo	 30	    39119	59.7
 2	P	 2	41	Salmo	 31	    42713	59.7
 2	P	 2	41	Salmo	 32	    45242	59.7
 2	P	 2	41	Salmo	 33	    47096	59.7
 2	P	 2	41	Salmo	 34	    48404	59.7
 2	P	 2	41	Salmo	 35	    49703	59.7
 2	P	 2	41	Salmo	 36	    50395	59.7
 2	P	 2	41	Salmo	 37	    50869	59.7
 2	P	 2	41	Salmo	 38	    51256	59.7
 2	P	 2	41	Salmo	 39	    51593	59.7
 2	P	 2	41	Salmo	 40	    51775	59.7
 2	P	 2	41	Salmo	 41	    51983	59.7
 2	P	 2	41	Salmo	 42	    51960	59.7
 2	P	 2	41	Salmo	 43	    52219	59.7
 2	P	 2	41	Salmo	 44	    52381	59.7
 2	P	 2	41	Salmo	 45	    52509	59.7
 2	P	 2	42	Campy	  1	     5156	59.6
 2	P	 2	42	Campy	  2	     5040	59.6
 2	P	 2	42	Campy	  3	     4978	59.6
 2	P	 2	42	Campy	  4	     4963	59.6
 2	P	 2	42	Campy	  5	     4930	59.7
 2	P	 2	42	Campy	  6	     4930	59.6
 2	P	 2	42	Campy	  7	     4936	59.6
 2	P	 2	42	Campy	  8	     4933	59.7
 2	P	 2	42	Campy	  9	     4946	59.7
 2	P	 2	42	Campy	 10	     4935	59.7
 2	P	 2	42	Campy	 11	     4936	59.7
 2	P	 2	42	Campy	 12	     4943	59.7
 2	P	 2	42	Campy	 13	     4937	59.7
 2	P	 2	42	Campy	 14	     4969	59.7
 2	P	 2	42	Campy	 15	     4965	59.7
 2	P	 2	42	Campy	 16	     4937	59.7
 2	P	 2	42	Campy	 17	     4960	59.7
 2	P	 2	42	Campy	 18	     4963	59.7
 2	P	 2	42	Campy	 19	     4976	59.7
 2	P	 2	42	Campy	 20	     4955	59.7
 2	P	 2	42	Campy	 21	     4968	59.7
 2	P	 2	42	Campy	 22	     4987	59.7
 2	P	 2	42	Campy	 23	     4961	59.7
 2	P	 2	42	Campy	 24	     4984	59.7
 2	P	 2	42	Campy	 25	     4982	59.7
 2	P	 2	42	Campy	 26	     4968	59.7
 2	P	 2	42	Campy	 27	     4981	59.7
 2	P	 2	42	Campy	 28	     4996	59.7
 2	P	 2	42	Campy	 29	     5012	59.7
 2	P	 2	42	Campy	 30	     5013	59.7
 2	P	 2	42	Campy	 31	     5011	59.7
 2	P	 2	42	Campy	 32	     5024	59.7
 2	P	 2	42	Campy	 33	     5018	59.7
 2	P	 2	42	Campy	 34	     5022	59.7
 2	P	 2	42	Campy	 35	     5027	59.7
 2	P	 2	42	Campy	 36	     5039	59.7
 2	P	 2	42	Campy	 37	     5021	59.7
 2	P	 2	42	Campy	 38	     5021	59.7
 2	P	 2	42	Campy	 39	     5058	59.7
 2	P	 2	42	Campy	 40	     5039	59.7
 2	P	 2	42	Campy	 41	     5032	59.7
 2	P	 2	42	Campy	 42	     5048	59.7
 2	P	 2	42	Campy	 43	     5022	59.7
 2	P	 2	42	Campy	 44	     5066	59.7
 2	P	 2	42	Campy	 45	     5056	59.7
 2	P	 2	42	Yersi	  1	     5548	59.6
 2	P	 2	42	Yersi	  2	     5477	59.6
 2	P	 2	42	Yersi	  3	     5447	59.6
 2	P	 2	42	Yersi	  4	     5389	59.6
 2	P	 2	42	Yersi	  5	     5382	59.7
 2	P	 2	42	Yersi	  6	     5390	59.6
 2	P	 2	42	Yersi	  7	     5394	59.7
 2	P	 2	42	Yersi	  8	     5423	59.6
 2	P	 2	42	Yersi	  9	     5410	59.7
 2	P	 2	42	Yersi	 10	     5379	59.7
 2	P	 2	42	Yersi	 11	     5410	59.7
 2	P	 2	42	Yersi	 12	     5441	59.7
 2	P	 2	42	Yersi	 13	     5455	59.7
 2	P	 2	42	Yersi	 14	     5452	59.7
 2	P	 2	42	Yersi	 15	     5446	59.7
 2	P	 2	42	Yersi	 16	     5436	59.7
 2	P	 2	42	Yersi	 17	     5506	59.7
 2	P	 2	42	Yersi	 18	     5479	59.7
 2	P	 2	42	Yersi	 19	     5489	59.7
 2	P	 2	42	Yersi	 20	     5479	59.7
 2	P	 2	42	Yersi	 21	     5482	59.7
 2	P	 2	42	Yersi	 22	     5510	59.7
 2	P	 2	42	Yersi	 23	     5535	59.7
 2	P	 2	42	Yersi	 24	     5495	59.7
 2	P	 2	42	Yersi	 25	     5495	59.7
 2	P	 2	42	Yersi	 26	     5498	59.7
 2	P	 2	42	Yersi	 27	     5536	59.7
 2	P	 2	42	Yersi	 28	     5582	59.7
 2	P	 2	42	Yersi	 29	     5562	59.6
 2	P	 2	42	Yersi	 30	     5550	59.7
 2	P	 2	42	Yersi	 31	     5541	59.7
 2	P	 2	42	Yersi	 32	     5589	59.7
 2	P	 2	42	Yersi	 33	     5587	59.7
 2	P	 2	42	Yersi	 34	     5588	59.7
 2	P	 2	42	Yersi	 35	     5562	59.7
 2	P	 2	42	Yersi	 36	     5569	59.7
 2	P	 2	42	Yersi	 37	     5623	59.7
 2	P	 2	42	Yersi	 38	     5627	59.7
 2	P	 2	42	Yersi	 39	     5609	59.7
 2	P	 2	42	Yersi	 40	     5595	59.7
 2	P	 2	42	Yersi	 41	     5602	59.7
 2	P	 2	42	Yersi	 42	     5650	59.7
 2	P	 2	42	Yersi	 43	     5662	59.7
 2	P	 2	42	Yersi	 44	     5637	59.7
 2	P	 2	42	Yersi	 45	     5614	59.7
 2	P	 2	42	ICD	  1	    11336	59.5
 2	P	 2	42	ICD	  2	    11183	59.6
 2	P	 2	42	ICD	  3	    11126	59.6
 2	P	 2	42	ICD	  4	    11111	59.6
 2	P	 2	42	ICD	  5	    11083	59.6
 2	P	 2	42	ICD	  6	    11206	59.6
 2	P	 2	42	ICD	  7	    11124	59.7
 2	P	 2	42	ICD	  8	    11097	59.7
 2	P	 2	42	ICD	  9	    11237	59.7
 2	P	 2	42	ICD	 10	    11162	59.6
 2	P	 2	42	ICD	 11	    11209	59.6
 2	P	 2	42	ICD	 12	    11247	59.7
 2	P	 2	42	ICD	 13	    11227	59.7
 2	P	 2	42	ICD	 14	    11221	59.7
 2	P	 2	42	ICD	 15	    11138	59.7
 2	P	 2	42	ICD	 16	    11293	59.7
 2	P	 2	42	ICD	 17	    11290	59.7
 2	P	 2	42	ICD	 18	    11235	59.7
 2	P	 2	42	ICD	 19	    11325	59.7
 2	P	 2	42	ICD	 20	    11361	59.7
 2	P	 2	42	ICD	 21	    11532	59.7
 2	P	 2	42	ICD	 22	    11623	59.7
 2	P	 2	42	ICD	 23	    11787	59.7
 2	P	 2	42	ICD	 24	    12255	59.7
 2	P	 2	42	ICD	 25	    12904	59.7
 2	P	 2	42	ICD	 26	    14182	59.7
 2	P	 2	42	ICD	 27	    16186	59.7
 2	P	 2	42	ICD	 28	    18709	59.7
 2	P	 2	42	ICD	 29	    21735	59.7
 2	P	 2	42	ICD	 30	    24928	59.7
 2	P	 2	42	ICD	 31	    27270	59.7
 2	P	 2	42	ICD	 32	    28970	59.7
 2	P	 2	42	ICD	 33	    29990	59.7
 2	P	 2	42	ICD	 34	    30794	59.7
 2	P	 2	42	ICD	 35	    31107	59.7
 2	P	 2	42	ICD	 36	    31456	59.7
 2	P	 2	42	ICD	 37	    31512	59.7
 2	P	 2	42	ICD	 38	    31485	59.7
 2	P	 2	42	ICD	 39	    31577	59.7
 2	P	 2	42	ICD	 40	    31704	59.7
 2	P	 2	42	ICD	 41	    31635	59.7
 2	P	 2	42	ICD	 42	    31696	59.7
 2	P	 2	42	ICD	 43	    31839	59.7
 2	P	 2	42	ICD	 44	    31793	59.7
 2	P	 2	42	ICD	 45	    31806	59.7
 2	P	 2	42	Salmo	  1	    11187	59.5
 2	P	 2	42	Salmo	  2	    10954	59.6
 2	P	 2	42	Salmo	  3	    10993	59.6
 2	P	 2	42	Salmo	  4	    10850	59.6
 2	P	 2	42	Salmo	  5	    10882	59.6
 2	P	 2	42	Salmo	  6	    10890	59.6
 2	P	 2	42	Salmo	  7	    10781	59.7
 2	P	 2	42	Salmo	  8	    11002	59.6
 2	P	 2	42	Salmo	  9	    10972	59.7
 2	P	 2	42	Salmo	 10	    11004	59.7
 2	P	 2	42	Salmo	 11	    10938	59.7
 2	P	 2	42	Salmo	 12	    11056	59.7
 2	P	 2	42	Salmo	 13	    11233	59.6
 2	P	 2	42	Salmo	 14	    11206	59.7
 2	P	 2	42	Salmo	 15	    11456	59.7
 2	P	 2	42	Salmo	 16	    11725	59.7
 2	P	 2	42	Salmo	 17	    12224	59.7
 2	P	 2	42	Salmo	 18	    12937	59.6
 2	P	 2	42	Salmo	 19	    14386	59.7
 2	P	 2	42	Salmo	 20	    16397	59.7
 2	P	 2	42	Salmo	 21	    19032	59.7
 2	P	 2	42	Salmo	 22	    22316	59.7
 2	P	 2	42	Salmo	 23	    25906	59.7
 2	P	 2	42	Salmo	 24	    29881	59.7
 2	P	 2	42	Salmo	 25	    33457	59.7
 2	P	 2	42	Salmo	 26	    36852	59.7
 2	P	 2	42	Salmo	 27	    40180	59.7
 2	P	 2	42	Salmo	 28	    43288	59.7
 2	P	 2	42	Salmo	 29	    45487	59.7
 2	P	 2	42	Salmo	 30	    46873	59.7
 2	P	 2	42	Salmo	 31	    47795	59.7
 2	P	 2	42	Salmo	 32	    48480	59.7
 2	P	 2	42	Salmo	 33	    49091	59.7
 2	P	 2	42	Salmo	 34	    49474	59.7
 2	P	 2	42	Salmo	 35	    49990	59.7
 2	P	 2	42	Salmo	 36	    50261	59.7
 2	P	 2	42	Salmo	 37	    50458	59.7
 2	P	 2	42	Salmo	 38	    50732	59.7
 2	P	 2	42	Salmo	 39	    50857	59.7
 2	P	 2	42	Salmo	 40	    51063	59.7
 2	P	 2	42	Salmo	 41	    51177	59.7
 2	P	 2	42	Salmo	 42	    51258	59.7
 2	P	 2	42	Salmo	 43	    51203	59.7
 2	P	 2	42	Salmo	 44	    51406	59.7
 2	P	 2	42	Salmo	 45	    51540	59.7
 2	P	 2	50	Campy	  1	     5072	59.5
 2	P	 2	50	Campy	  2	     4955	59.6
 2	P	 2	50	Campy	  3	     4920	59.6
 2	P	 2	50	Campy	  4	     4920	59.6
 2	P	 2	50	Campy	  5	     4916	59.6
 2	P	 2	50	Campy	  6	     4894	59.6
 2	P	 2	50	Campy	  7	     4888	59.7
 2	P	 2	50	Campy	  8	     4880	59.7
 2	P	 2	50	Campy	  9	     4880	59.7
 2	P	 2	50	Campy	 10	     4852	59.7
 2	P	 2	50	Campy	 11	     4832	59.7
 2	P	 2	50	Campy	 12	     4817	59.7
 2	P	 2	50	Campy	 13	     4818	59.7
 2	P	 2	50	Campy	 14	     4805	59.7
 2	P	 2	50	Campy	 15	     4788	59.7
 2	P	 2	50	Campy	 16	     4776	59.7
 2	P	 2	50	Campy	 17	     4757	59.7
 2	P	 2	50	Campy	 18	     4724	59.7
 2	P	 2	50	Campy	 19	     4718	59.7
 2	P	 2	50	Campy	 20	     4703	59.7
 2	P	 2	50	Campy	 21	     4664	59.7
 2	P	 2	50	Campy	 22	     4647	59.7
 2	P	 2	50	Campy	 23	     4619	59.7
 2	P	 2	50	Campy	 24	     4693	59.7
 2	P	 2	50	Campy	 25	     4737	59.7
 2	P	 2	50	Campy	 26	     4848	59.7
 2	P	 2	50	Campy	 27	     4867	59.7
 2	P	 2	50	Campy	 28	     4854	59.7
 2	P	 2	50	Campy	 29	     4881	59.7
 2	P	 2	50	Campy	 30	     4882	59.7
 2	P	 2	50	Campy	 31	     4896	59.7
 2	P	 2	50	Campy	 32	     4880	59.7
 2	P	 2	50	Campy	 33	     4907	59.7
 2	P	 2	50	Campy	 34	     4930	59.7
 2	P	 2	50	Campy	 35	     4991	59.7
 2	P	 2	50	Campy	 36	     4992	59.7
 2	P	 2	50	Campy	 37	     4989	59.7
 2	P	 2	50	Campy	 38	     4963	59.7
 2	P	 2	50	Campy	 39	     4975	59.7
 2	P	 2	50	Campy	 40	     4973	59.7
 2	P	 2	50	Campy	 41	     4967	59.7
 2	P	 2	50	Campy	 42	     4974	59.7
 2	P	 2	50	Campy	 43	     4962	59.7
 2	P	 2	50	Campy	 44	     4980	59.7
 2	P	 2	50	Campy	 45	     4985	59.7
 2	P	 2	50	Yersi	  1	     5492	59.5
 2	P	 2	50	Yersi	  2	     5426	59.6
 2	P	 2	50	Yersi	  3	     5379	59.5
 2	P	 2	50	Yersi	  4	     5358	59.6
 2	P	 2	50	Yersi	  5	     5352	59.7
 2	P	 2	50	Yersi	  6	     5369	59.6
 2	P	 2	50	Yersi	  7	     5342	59.7
 2	P	 2	50	Yersi	  8	     5339	59.6
 2	P	 2	50	Yersi	  9	     5325	59.7
 2	P	 2	50	Yersi	 10	     5312	59.6
 2	P	 2	50	Yersi	 11	     5277	59.6
 2	P	 2	50	Yersi	 12	     5319	59.7
 2	P	 2	50	Yersi	 13	     5281	59.7
 2	P	 2	50	Yersi	 14	     5275	59.7
 2	P	 2	50	Yersi	 15	     5248	59.7
 2	P	 2	50	Yersi	 16	     5228	59.7
 2	P	 2	50	Yersi	 17	     5247	59.7
 2	P	 2	50	Yersi	 18	     5230	59.7
 2	P	 2	50	Yersi	 19	     5198	59.7
 2	P	 2	50	Yersi	 20	     5172	59.7
 2	P	 2	50	Yersi	 21	     5150	59.7
 2	P	 2	50	Yersi	 22	     5168	59.7
 2	P	 2	50	Yersi	 23	     5160	59.6
 2	P	 2	50	Yersi	 24	     5170	59.7
 2	P	 2	50	Yersi	 25	     5217	59.7
 2	P	 2	50	Yersi	 26	     5326	59.7
 2	P	 2	50	Yersi	 27	     5396	59.6
 2	P	 2	50	Yersi	 28	     5392	59.7
 2	P	 2	50	Yersi	 29	     5407	59.7
 2	P	 2	50	Yersi	 30	     5398	59.7
 2	P	 2	50	Yersi	 31	     5414	59.7
 2	P	 2	50	Yersi	 32	     5452	59.7
 2	P	 2	50	Yersi	 33	     5455	59.7
 2	P	 2	50	Yersi	 34	     5442	59.7
 2	P	 2	50	Yersi	 35	     5562	59.7
 2	P	 2	50	Yersi	 36	     5522	59.7
 2	P	 2	50	Yersi	 37	     5563	59.7
 2	P	 2	50	Yersi	 38	     5564	59.7
 2	P	 2	50	Yersi	 39	     5536	59.7
 2	P	 2	50	Yersi	 40	     5531	59.7
 2	P	 2	50	Yersi	 41	     5516	59.7
 2	P	 2	50	Yersi	 42	     5560	59.7
 2	P	 2	50	Yersi	 43	     5565	59.7
 2	P	 2	50	Yersi	 44	     5562	59.7
 2	P	 2	50	Yersi	 45	     5525	59.7
 2	P	 2	50	ICD	  1	    11303	59.6
 2	P	 2	50	ICD	  2	    10982	59.6
 2	P	 2	50	ICD	  3	    10748	59.6
 2	P	 2	50	ICD	  4	    10658	59.6
 2	P	 2	50	ICD	  5	    10650	59.6
 2	P	 2	50	ICD	  6	    10555	59.6
 2	P	 2	50	ICD	  7	    10478	59.6
 2	P	 2	50	ICD	  8	    10307	59.7
 2	P	 2	50	ICD	  9	    10261	59.7
 2	P	 2	50	ICD	 10	    10272	59.6
 2	P	 2	50	ICD	 11	    10223	59.7
 2	P	 2	50	ICD	 12	    10198	59.7
 2	P	 2	50	ICD	 13	    10043	59.7
 2	P	 2	50	ICD	 14	    10014	59.7
 2	P	 2	50	ICD	 15	     9972	59.7
 2	P	 2	50	ICD	 16	    10000	59.7
 2	P	 2	50	ICD	 17	     9999	59.7
 2	P	 2	50	ICD	 18	     9825	59.7
 2	P	 2	50	ICD	 19	     9795	59.7
 2	P	 2	50	ICD	 20	     9760	59.7
 2	P	 2	50	ICD	 21	     9872	59.7
 2	P	 2	50	ICD	 22	     9899	59.7
 2	P	 2	50	ICD	 23	     9969	59.7
 2	P	 2	50	ICD	 24	    10384	59.7
 2	P	 2	50	ICD	 25	    10987	59.7
 2	P	 2	50	ICD	 26	    12462	59.7
 2	P	 2	50	ICD	 27	    14340	59.7
 2	P	 2	50	ICD	 28	    17056	59.7
 2	P	 2	50	ICD	 29	    20418	59.6
 2	P	 2	50	ICD	 30	    23799	59.7
 2	P	 2	50	ICD	 31	    26517	59.7
 2	P	 2	50	ICD	 32	    28344	59.7
 2	P	 2	50	ICD	 33	    29424	59.7
 2	P	 2	50	ICD	 34	    30134	59.7
 2	P	 2	50	ICD	 35	    31045	59.7
 2	P	 2	50	ICD	 36	    31471	59.7
 2	P	 2	50	ICD	 37	    31243	59.7
 2	P	 2	50	ICD	 38	    31380	59.7
 2	P	 2	50	ICD	 39	    31409	59.7
 2	P	 2	50	ICD	 40	    31490	59.7
 2	P	 2	50	ICD	 41	    31482	59.7
 2	P	 2	50	ICD	 42	    31537	59.7
 2	P	 2	50	ICD	 43	    31523	59.7
 2	P	 2	50	ICD	 44	    31666	59.7
 2	P	 2	50	ICD	 45	    31607	59.7
 2	P	 2	50	Salmo	  1	    10978	59.5
 2	P	 2	50	Salmo	  2	    10746	59.6
 2	P	 2	50	Salmo	  3	    10759	59.6
 2	P	 2	50	Salmo	  4	    10670	59.7
 2	P	 2	50	Salmo	  5	    10747	59.6
 2	P	 2	50	Salmo	  6	    10692	59.6
 2	P	 2	50	Salmo	  7	    10787	59.7
 2	P	 2	50	Salmo	  8	    10835	59.7
 2	P	 2	50	Salmo	  9	    10748	59.7
 2	P	 2	50	Salmo	 10	    10788	59.6
 2	P	 2	50	Salmo	 11	    10763	59.6
 2	P	 2	50	Salmo	 12	    10757	59.7
 2	P	 2	50	Salmo	 13	    10727	59.6
 2	P	 2	50	Salmo	 14	    10670	59.7
 2	P	 2	50	Salmo	 15	    10666	59.7
 2	P	 2	50	Salmo	 16	    10662	59.7
 2	P	 2	50	Salmo	 17	    10700	59.7
 2	P	 2	50	Salmo	 18	    10599	59.7
 2	P	 2	50	Salmo	 19	    10529	59.7
 2	P	 2	50	Salmo	 20	    10519	59.7
 2	P	 2	50	Salmo	 21	    10513	59.7
 2	P	 2	50	Salmo	 22	    10496	59.7
 2	P	 2	50	Salmo	 23	    10439	59.7
 2	P	 2	50	Salmo	 24	    10583	59.7
 2	P	 2	50	Salmo	 25	    10765	59.7
 2	P	 2	50	Salmo	 26	    11001	59.7
 2	P	 2	50	Salmo	 27	    11153	59.7
 2	P	 2	50	Salmo	 28	    11183	59.7
 2	P	 2	50	Salmo	 29	    11316	59.7
 2	P	 2	50	Salmo	 30	    11477	59.7
 2	P	 2	50	Salmo	 31	    11755	59.7
 2	P	 2	50	Salmo	 32	    12215	59.7
 2	P	 2	50	Salmo	 33	    12958	59.7
 2	P	 2	50	Salmo	 34	    14477	59.7
 2	P	 2	50	Salmo	 35	    16688	59.7
 2	P	 2	50	Salmo	 36	    19416	59.7
 2	P	 2	50	Salmo	 37	    22431	59.7
 2	P	 2	50	Salmo	 38	    26011	59.7
 2	P	 2	50	Salmo	 39	    29717	59.7
 2	P	 2	50	Salmo	 40	    33655	59.7
 2	P	 2	50	Salmo	 41	    37137	59.7
 2	P	 2	50	Salmo	 42	    40780	59.7
 2	P	 2	50	Salmo	 43	    43451	59.7
 2	P	 2	50	Salmo	 44	    45782	59.7
 2	P	 2	50	Salmo	 45	    47067	59.7
 2	P	 2	51	Campy	  1	     4811	59.5
 2	P	 2	51	Campy	  2	     4781	59.6
 2	P	 2	51	Campy	  3	     4759	59.6
 2	P	 2	51	Campy	  4	     4763	59.6
 2	P	 2	51	Campy	  5	     4739	59.6
 2	P	 2	51	Campy	  6	     4729	59.6
 2	P	 2	51	Campy	  7	     4727	59.7
 2	P	 2	51	Campy	  8	     4701	59.7
 2	P	 2	51	Campy	  9	     4697	59.7
 2	P	 2	51	Campy	 10	     4698	59.7
 2	P	 2	51	Campy	 11	     4683	59.7
 2	P	 2	51	Campy	 12	     4670	59.7
 2	P	 2	51	Campy	 13	     4659	59.7
 2	P	 2	51	Campy	 14	     4646	59.7
 2	P	 2	51	Campy	 15	     4644	59.7
 2	P	 2	51	Campy	 16	     4629	59.7
 2	P	 2	51	Campy	 17	     4644	59.7
 2	P	 2	51	Campy	 18	     4608	59.7
 2	P	 2	51	Campy	 19	     4590	59.7
 2	P	 2	51	Campy	 20	     4583	59.7
 2	P	 2	51	Campy	 21	     4579	59.7
 2	P	 2	51	Campy	 22	     4617	59.7
 2	P	 2	51	Campy	 23	     4710	59.7
 2	P	 2	51	Campy	 24	     4711	59.7
 2	P	 2	51	Campy	 25	     4714	59.7
 2	P	 2	51	Campy	 26	     4659	59.7
 2	P	 2	51	Campy	 27	     4676	59.7
 2	P	 2	51	Campy	 28	     4618	59.7
 2	P	 2	51	Campy	 29	     4609	59.7
 2	P	 2	51	Campy	 30	     4600	59.7
 2	P	 2	51	Campy	 31	     4564	59.7
 2	P	 2	51	Campy	 32	     4557	59.7
 2	P	 2	51	Campy	 33	     4537	59.7
 2	P	 2	51	Campy	 34	     4529	59.7
 2	P	 2	51	Campy	 35	     4486	59.7
 2	P	 2	51	Campy	 36	     4474	59.7
 2	P	 2	51	Campy	 37	     4464	59.7
